Date,Number of Confirmed Cases
2020-09-08,11
2020-09-09,16
2020-09-10,13
2020-09-11,15
2020-09-12,17
2020-09-13,18
2020-09-14,21
2020-09-15,17
2020-09-16,23
2020-09-17,11
2020-09-18,40
2020-09-19,18
2020-09-20,28
2020-09-21,22
2020-09-22,24
2020-09-23,42
2020-09-24,37
2020-09-25,53
2020-09-26,65
2020-09-27,51
2020-09-28,39
2020-09-29,34
2020-09-30,40
2020-10-01,36
2020-10-02,43
2020-10-03,36
2020-10-04,32
2020-10-05,51
2020-10-06,55
2020-10-07,32
2020-10-08,66
2020-10-09,84
2020-10-10,96
2020-10-11,54
2020-10-12,77
2020-10-13,124
2020-10-14,146
2020-10-15,173
2020-10-16,75
2020-10-17,85
2020-10-18,44
2020-10-19,80
2020-10-20,109
2020-10-21,135
2020-10-22,147
2020-10-23,162
2020-10-24,153
2020-10-25,161
2020-10-26,100
2020-10-27,183
2020-10-28,169
2020-10-29,193
2020-10-30,480
2020-10-31,349
2020-11-01,311
2020-11-02,241
2020-11-03,102
2020-11-04,374
2020-11-05,426
2020-11-06,242
2020-11-07,270
2020-11-08,441
2020-11-09,365
2020-11-10,383
2020-11-11,430
2020-11-12,474
2020-11-13,434
2020-11-14,237
2020-11-15,494
2020-11-16,392
2020-11-17,269
2020-11-18,399
2020-11-19,475
2020-11-20,437
2020-11-21,385
2020-11-22,240
2020-11-23,543
2020-11-24,471
2020-11-25,349
2020-11-26,381
2020-11-27,344
2020-11-28,486
2020-11-29,365
2020-11-30,342
2020-12-01,282
2020-12-02,277
2020-12-03,367
2020-12-04,318
2020-12-05,354
2020-12-06,383
2020-12-07,325
2020-12-08,245
2020-12-09,279
2020-12-10,292
2020-12-11,445
2020-12-12,358
2020-12-13,273
2020-12-14,241
2020-12-15,271
2020-12-16,291
2020-12-17,221
2020-12-18,350
2020-12-19,233
2020-12-20,229
2020-12-21,166
2020-12-22,155
2020-12-23,201
2020-12-24,243
2020-12-25,0
2020-12-26,0
2020-12-27,521
2020-12-28,107
2020-12-29,133
2020-12-30,128
2020-12-31,187
2021-01-01,0
2021-01-02,326
2021-01-03,100
2021-01-04,118
2021-01-05,130
2021-01-06,160
2021-01-07,207
2021-01-08,222
2021-01-09,203
2021-01-10,151
2021-01-11,131
2021-01-12,89
2021-01-13,156
2021-01-14,261
2021-01-15,188
2021-01-16,180
2021-01-17,189
2021-01-18,118
2021-01-19,111
2021-01-20,153
2021-01-21,196
2021-01-22,171
2021-01-23,216
2021-01-24,221
2021-01-25,113
2021-01-26,92
2021-01-27,94
2021-01-28,132
2021-01-29,152
2021-01-30,166
2021-01-31,118
2021-02-01,87
2021-02-02,82
2021-02-03,125
2021-02-04,110
2021-02-05,110
2021-02-06,80
2021-02-07,79
2021-02-08,52
2021-02-09,71
2021-02-10,57
2021-02-11,90
2021-02-12,81
2021-02-13,99
2021-02-14,78
2021-02-15,71
2021-02-16,95
2021-02-17,75
2021-02-18,137
2021-02-19,92
2021-02-20,94
2021-02-21,57
2021-02-22,89
2021-02-23,70
2021-02-24,42
2021-02-25,70
2021-02-26,62
2021-02-27,90
2021-02-28,50
2021-03-01,35
2021-03-02,56
2021-03-03,50
2021-03-04,51
2021-03-05,48
2021-03-06,70
2021-03-07,56
2021-03-08,59
2021-03-09,60
2021-03-10,74
2021-03-11,91
2021-03-12,96
2021-03-13,94
2021-03-14,44
2021-03-15,49
2021-03-16,108
2021-03-17,94
2021-03-18,91
2021-03-19,89
2021-03-20,89
2021-03-21,89
2021-03-22,61
2021-03-23,97
2021-03-24,75
2021-03-25,109
2021-03-26,116
2021-03-27,57
2021-03-28,55
2021-03-29,53
2021-03-30,76
2021-03-31,64
2021-04-01,56
2021-04-02,91
2021-04-03,90
2021-04-04,67
2021-04-05,68
2021-04-06,60
2021-04-07,107
2021-04-08,136
2021-04-09,179
2021-04-10,132
2021-04-11,112
2021-04-12,111
2021-04-13,129
2021-04-14,82
2021-04-15,153
2021-04-16,121
2021-04-17,180
2021-04-18,170
2021-04-19,100
2021-04-20,209
2021-04-21,161
2021-04-22,259
2021-04-23,175
2021-04-24,276
2021-04-25,259
2021-04-26,209
2021-04-27,215
2021-04-28,187
2021-04-29,225
2021-04-30,288
2021-05-01,271
2021-05-02,280
2021-05-03,250
2021-05-04,290
2021-05-05,266
2021-05-06,359
2021-05-07,499
2021-05-08,485
2021-05-09,527
2021-05-10,501
2021-05-11,329
2021-05-12,361
2021-05-13,558
2021-05-14,489
2021-05-15,428
2021-05-16,534
2021-05-17,429
2021-05-18,334
2021-05-19,401
2021-05-20,597
2021-05-21,594
2021-05-22,473
2021-05-23,457
2021-05-24,353
2021-05-25,257
2021-05-26,310
2021-05-27,293
2021-05-28,495
2021-05-29,356
2021-05-30,289
2021-05-31,297
2021-06-01,229
2021-06-02,262
2021-06-03,357
2021-06-04,323
2021-06-05,275
2021-06-06,220
2021-06-07,166
2021-06-08,237
2021-06-09,246
2021-06-10,250
2021-06-11,220
2021-06-12,294
2021-06-13,194
2021-06-14,123
2021-06-15,115
2021-06-16,137
2021-06-17,177
2021-06-18,178
2021-06-19,151
2021-06-20,93
2021-06-21,67
2021-06-22,68
2021-06-23,121
2021-06-24,104
2021-06-25,82
2021-06-26,105
2021-06-27,97
2021-06-28,61
2021-06-29,61
2021-06-30,70
2021-07-01,85
2021-07-02,54
2021-07-03,47
2021-07-04,64
2021-07-05,63
2021-07-06,35
2021-07-07,66
2021-07-08,84
2021-07-09,74
2021-07-10,87
2021-07-11,63
2021-07-12,31
